X,Site.Code,Site,Subsite,Sampling.Time,Plot.ID,Unique.ID,Ocean,Coast,Latitude,Longitude,Temperature.C,Salinity.ppt,Mean.Fetch,PopDens2,GenotypicRichness,AllelicRichness,Leaf.PercN,Leaf.PercC,Shoots.Zmarina.per.m2,Mean.Sheath.Width.cm.,Mean.Shealth.Length.cm.,Mean.Longest.Leaft.Length.cm.,Mean.Above.Zmarina.g,Mean.Below.Zmarina.g,total.macrophytes.g,Gastropoda.mesograzer.plot.abund,Gastropoda.mesograzer.plot.abund.std.g,Gastropoda.mesograzer.plot.biomass.mg,Gastropoda.mesograzer.plot.biomass.std.mg.g,Gastropoda.mesograzer.plot.richness,Insecta.mesograzer.plot.abund,Insecta.mesograzer.plot.abund.std.g,Insecta.mesograzer.plot.biomass.mg,Insecta.mesograzer.plot.biomass.std.mg.g,Insecta.mesograzer.plot.richness,Malacostraca.mesograzer.plot.abund,Malacostraca.mesograzer.plot.abund.std.g,Malacostraca.mesograzer.plot.biomass.mg,Malacostraca.mesograzer.plot.biomass.std.mg.g,Malacostraca.mesograzer.plot.richness,Polychaeta.mesograzer.plot.abund,Polychaeta.mesograzer.plot.abund.std.g,Polychaeta.mesograzer.plot.biomass.mg,Polychaeta.mesograzer.plot.biomass.std.mg.g,Polychaeta.mesograzer.plot.richness,Polyplacophora.mesograzer.plot.abund,Polyplacophora.mesograzer.plot.abund.std.g,Polyplacophora.mesograzer.plot.biomass.mg,Polyplacophora.mesograzer.plot.biomass.std.mg.g,Polyplacophora.mesograzer.plot.richness,mesograzer.total.plot.abund,mesograzer.total.plot.biomass.mg,mesograzer.total.plot.richness,mesograzer.total.plot.abund.std.g,mesograzer.total.plot.biomass.std.mg.g,Gastropoda.mesograzer.site.richness,Insecta.mesograzer.site.richness,Malacostraca.mesograzer.site.richness,Polychaeta.mesograzer.site.richness,Polyplacophora.mesograzer.site.richness,mesograzer.total.site.richness,epifauna.total.plot.abund,epifauna.total.plot.biomass.mg,epifauna.total.plot.abund.std.g,epifauna.total.plot.biomass.std.mg.g,Zostera.production,epibiota.filter,epibiota.zostera.marina,periphyton.mass.per.g.zostera
528,NC,NC.A,A,1,8,NC.A.1.8,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.762573957,35.67077255,541.1255411,0.43,10.05,46,58,66,0.7527,1,1.32855055134848,1.0274,1.36495283645543,1,0,0,0,0,0,21,27.8995615783181,4.6427,6.16806164474558,1,0,0,0,0,0,0,0,0,0,0,22,5.6701,2,29.2281121296665,7.53301448120101,2,0,23,0,0,25,22,5.6701,29.2281121296665,7.53301448120101,5438.311688055,0.4242,0.8001,0.5301837270341208
529,NC,NC.A,A,1,9,NC.A.1.9,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.492914796,34.70833969,572.9564553,0.49,8.81,36.91,43,58,0.6005,0,0,0,0,1,0,0,0,0,0,6,9.99167360532889,39.3412,65.5140716069942,1,0,0,0,0,0,0,0,0,0,0,6,39.3412,2,9.99167360532889,65.5140716069942,2,0,23,0,0,25,9,75.7717,14.9875104079933,126.18101582015,5047.746371193,0.2561,0.9258,0.2766256210844675
530,NC,NC.A,A,1,10,NC.A.1.10,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,2.128387213,47.55111694,795.7728546,0.43,12.32,52.55,174,201,2.0708,0,0,0,0,0,0,0,0,0,0,1,0.482905157427081,0.3609,0.174280471315434,1,0,0,0,0,0,0,0,0,0,0,1,0.3609,1,0.482905157427081,0.174280471315434,2,0,23,0,0,25,4,4.2124,1.93162062970833,2.03418968514584,9803.921568672,0.1462,0.7812,0.1871479774705581
531,NC,NC.A,A,1,11,NC.A.1.11,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.545478344,34.74024963,1082.251082,0.48,11.96,54.2,194,274,2.3577,1,0.424142172456207,0.395,0.167536158120202,1,0,0,0,0,0,23,9.75526996649277,15.3424,6.50735886669212,1,0,0,0,0,0,0,0,0,0,0,24,15.7374,2,10.179412138949,6.6748950248123204,2,0,23,0,0,25,26,16.2605,11.0276964838614,6.89676379522416,12943.72294072,0.1881,0.8835,0.2129032258064516
532,NC,NC.A,A,1,12,NC.A.1.12,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.825959206,33.73062515,445.6327986,0.38,6.11,29.6,38,84,0.5673,2,3.52547153181738,0.5469,0.964040190375463,1,0,0,0,0,0,10,17.6273576590869,2.1981,3.87466948704389,1,0,0,0,0,0,0,0,0,0,0,12,2.745,2,21.1528291909043,4.83870967741935,2,0,23,0,0,25,15,4.902,26.4410364886304,8.6409307244844,2722.816399446,0.099,0.3539,0.2797400395591975
533,NC,NC.A,A,1,13,NC.A.1.13,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.793720245,34.90345383,795.7728546,0.45,8.28,40.5,64,409,3.1282,0,0,0,0,0,0,0,0,0,0,52,16.6229780704559,12.4869,3.99172047823029,1,0,0,0,0,0,0,0,0,0,0,52,12.4869,1,16.6229780704559,3.99172047823029,2,0,23,0,0,25,54,17.8313,17.262323380858,5.70017901668691,6588.999236088,0.1835,0.9393,0.19535824550196954
534,NC,NC.A,A,1,14,NC.A.1.14,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,2.048141718,34.82059097,859.434683,0.41,9.33,39.98,233,282,2.1023,4,1.90267801931218,1.7262,0.821100699234172,1,0,0,0,0,0,14,6.65937306759264,2.4378,1.15958711886981,1,0,0,0,0,0,0,0,0,0,0,18,4.164,2,8.56205108690482,1.98068781810398,2,0,23,0,0,25,19,6.8362,9.03772059173286,3.25177186890548,8018.52559239,0.1603,0.6621,0.24210844283340885
535,NC,NC.A,A,1,15,NC.A.1.15,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,2.20651865,35.45190048,668.4491979,0.42,8.49,37.57,276,154,3.2413,1,0.308518187147132,2.6722,0.824422299694567,1,0,0,0,0,0,76,23.4473822231821,34.879,10.7608058495048,1,0,0,0,0,0,0,0,0,0,0,77,37.5512,2,23.7559004103292,11.5852281491994,2,0,23,0,0,25,80,40.5094,24.6814549717706,12.497886650418,5675.133690171,0.2492,0.6263,0.39789238384160946
536,NC,NC.A,A,1,16,NC.A.1.16,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.542995334,34.498806,923.0965113,0.44,11.4,49.96,231,511,3.2826,7,2.13245598001584,3.0574,0.931395844757205,1,0,0,0,0,0,121,36.8610247974167,93.1117,28.365228782063,1,0,0,0,0,0,0,0,0,0,0,128,96.1691,2,38.9934807774325,29.2966246268202,2,0,23,0,0,25,129,98.8413,39.2981173460062,30.1106744653628,10523.30022882,0.1252,0.7988,0.156735102653981
537,NC,NC.A,A,1,17,NC.A.1.17,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.961821437,36.2913475,668.4491979,0.38,6.58,28.71,136,115,0.7977,6,7.52162467092892,1.3976,1.75203710668171,1,0,0,0,0,0,3,3.76081233546446,0.6469,0.81095649993732,1,0,0,0,0,0,0,0,0,0,0,9,2.0445,2,11.2824370063934,2.56299360661903,2,0,23,0,0,25,12,3.3668,15.0432493418578,4.22063432368058,4398.395722182,0.0806,0.4841,0.16649452592439581
538,NC,NC.A,A,1,18,NC.A.1.18,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.442608595,35.32901001,477.4637128,0.49,9.23,42.82,200,158,0.0146,2,136.986301369863,1.1793,80.7739726027397,1,0,0,0,0,0,1,68.4931506849315,0.143,9.7945205479452,1,0,0,0,0,0,0,0,0,0,0,3,1.3223,2,205.479452054795,90.5684931506849,2,0,23,0,0,25,3,1.3223,205.479452054795,90.5684931506849,4406.990069144,0.145,0.9132,0.15878230398598334
539,NC,NC.A,A,1,19,NC.A.1.19,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.50070715,30.17397118,318.3091418,0.46,11.83,49.97,197,363,2.9037,0,0,0,0,0,0,0,0,0,0,57,19.6301270792437,23.8281,8.20611633433206,1,0,0,0,0,0,0,0,0,0,0,57,23.8281,1,19.6301270792437,8.20611633433206,2,0,23,0,0,25,62,32.2547,21.3520680511072,11.108137893033,3765.597147494,0.0986,0.6728,0.14655172413793102
540,NC,NC.A,A,1,20,NC.A.1.20,Atlantic,West Atlantic,34.692458,-76.622589,22.6,34,0.18,100,1,6.15,1.816069603,35.37065506,NA,0.45,9.02,42.14,141,83,3.2709,3,0.917178758139961,0.6988,0.213641505396068,1,0,0,0,0,0,39,11.9233238558195,9.3738,2.86581674768412,1,0,0,0,0,0,0,0,0,0,0,42,10.0726,2,12.8405026139595,3.07945825308019,2,0,23,0,0,25,44,13.6559,13.4519551193861,4.17496713442783,NA,0.2235,0.8358,0.26740847092605885
541,NC,NC.B,B,1,1,NC.B.1.1,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.701125264,35.35865784,318.3091418,0.34,5.93,22.93,69,280,1.0888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,18,0,0,20,0,0,0,0,1887.573210874,0.1201,0.4701,0.2554775579663901
542,NC,NC.B,B,1,2,NC.B.1.2,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.431209087,35.40050888,222.8163993,0.36,7.22,30.39,83,98,1.5921,0,0,0,0,0,0,0,0,0,0,9,5.65291124929339,8.0373,5.04823817599397,1,0,0,0,0,0,0,0,0,0,0,9,8.0373,1,5.65291124929339,5.04823817599397,2,0,18,0,0,20,11,21.9084,6.90911374913636,13.7606934237799,1608.734402946,0.1332,0.6533,0.20388795346701363
543,NC,NC.B,B,1,3,NC.B.1.3,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.65773201,35.85330963,318.3091418,0.35,5.65,23.36,152,391,1.649,6,3.63856882959369,4.0241,2.44032747119466,1,0,0,0,0,0,1,0.606428138265615,0.143,0.086719223771983,1,0,0,0,0,0,0,0,0,0,0,7,4.1671,2,4.24499696785931,2.52704669496665,2,0,18,0,0,20,7,4.1671,4.24499696785931,2.52704669496665,1798.44665117,0.1333,0.3519,0.3788007956805911
544,NC,NC.B,B,1,4,NC.B.1.4,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.555381417,35.76628494,445.6327986,0.4,6.97,27.87,92,199,0.1313,0,0,0,0,0,0,0,0,0,0,1,7.61614623000762,0.143,1.08910891089109,1,0,0,0,0,0,0,0,0,0,0,1,0.143,1,7.61614623000762,1.08910891089109,2,0,18,0,0,20,1,0.143,7.61614623000762,1.08910891089109,3106.060606242,0.1323,0.5572,0.23743718592964824
545,NC,NC.B,B,1,5,NC.B.1.5,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.505606413,35.92856598,477.4637128,0.35,7.01,30.16,161,180,3.116,1,0.320924261874198,2.6722,0.857573812580231,1,0,0,0,0,0,7,2.24646983311938,3.0122,0.966688061617458,1,0,0,0,0,0,0,0,0,0,0,8,5.6844,2,2.56739409499358,1.82426187419769,2,0,18,0,0,20,8,5.6844,2.56739409499358,1.82426187419769,3347.020626728,0.167,0.5944,0.2809555854643338
546,NC,NC.B,B,1,6,NC.B.1.6,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.635921359,35.54227066,381.9709702,0.37,7.38,31.74,290,426,1.0711,0,0,0,0,0,0,0,0,0,0,3,2.80085893007189,3.3542,3.13154700774904,1,0,0,0,0,0,0,0,0,0,0,3,3.3542,1,2.80085893007189,3.13154700774904,2,0,18,0,0,20,5,3.667,4.66809821678648,3.42358323219121,2818.945760076,0.1738,0.6464,0.26887376237623767
547,NC,NC.B,B,1,7,NC.B.1.7,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.565420985,35.63980103,413.8018844,0.31,5.76,22.35,137,226,1.7774,5,2.81309778327895,4.1553,2.3378530437718,1,0,0,0,0,0,2,1.12523911331158,2.661,1.49713064026106,1,0,0,0,0,0,0,0,0,0,0,7,6.8163,2,3.93833689659052,3.83498368403286,2,0,18,0,0,20,8,7.6973,4.50095645324631,4.33065151344661,2383.498854144,0.1111,0.2927,0.3795695251110352
548,NC,NC.B,B,1,8,NC.B.1.8,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.485095739,35.71678925,509.2946269,0.27,5.06,21.51,186,280,1.9207,2,1.04128703077003,5.3444,2.78252720362368,1,0,0,0,0,0,9,4.68579163846514,2.4909,1.29687093247254,1,0,0,0,0,0,0,0,0,0,0,11,7.8353,2,5.72707866923517,4.07939813609621,2,0,18,0,0,20,13,8.8727,6.76836570000521,4.61951371895663,2577.030812114,0.0811,0.2172,0.3733885819521179
549,NC,NC.B,B,1,9,NC.B.1.9,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.596848011,34.44907379,286.4782277,0.37,6.61,29.04,157,227,0.7285,1,1.37268359643102,2.6722,3.66808510638298,1,0,0,0,0,0,2,2.74536719286205,0.286,0.392587508579272,1,0,0,0,0,0,0,0,0,0,0,3,2.9582,2,4.11805078929307,4.06067261496225,2,0,18,0,0,20,3,2.9582,4.11805078929307,4.06067261496225,1893.621085097,0.212,0.5509,0.38482483209293883
550,NC,NC.B,B,1,10,NC.B.1.10,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.435467362,34.56775284,318.3091418,0.36,6.64,27.83,142,145,1.7681,1,0.565578869973418,0.395,0.2234036536395,1,0,0,0,0,0,9,5.09020982976076,4.7921,2.71031050279962,1,0,0,0,0,0,0,0,0,0,0,10,5.1871,2,5.65578869973418,2.93371415643912,2,0,18,0,0,20,14,20.3104,7.91810417962785,11.4871330807081,2113.572701552,0.1269,0.5242,0.24208317436093096
551,NC,NC.B,B,1,11,NC.B.1.11,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.763765574,35.16281128,413.8018844,0.33,5.55,23.29,109,250,2.5393,2,0.787618635056905,2.0548,0.809199385657465,1,0,0,0,0,0,5,1.96904658764226,36.9166,14.5381010514709,1,0,0,0,0,0,0,0,0,0,0,7,38.9714,2,2.75666522269917,15.3473004371283,2,0,18,0,0,20,8,39.3426,3.15047454022762,15.4934824557949,2296.60045842,0.1327,0.3605,0.36809986130374484
552,NC,NC.B,B,1,12,NC.B.1.12,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.278568149,31.1480751,509.2946269,0.33,5.74,24.5,142,103,1.1357,3,2.64154266091397,6.3718,5.61046050893722,1,0,0,0,0,0,1,0.880514220304658,0.143,0.125913533503566,1,0,0,0,0,0,0,0,0,0,0,4,6.5148,2,3.52205688121863,5.73637404244079,2,0,18,0,0,20,4,6.5148,3.52205688121863,5.73637404244079,2923.351158406,0.1609,0.4505,0.3571587125416204
553,NC,NC.B,B,1,13,NC.B.1.13,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.588404536,36.24420929,541.1255411,0.34,6.42,25.55,241,234,1.7699,5,2.82501836261936,10.3211,5.83145940448613,1,0,0,0,0,0,11,6.21504039776259,9.5862,5.41623820554834,1,0,0,0,0,0,0,0,0,0,0,16,19.9073,2,9.04005876038194,11.2476976100345,2,0,18,0,0,20,18,20.4587,10.1700661054297,11.5592406350641,3474.025973862,0.1522,0.4566,0.3333333333333333
554,NC,NC.B,B,1,14,NC.B.1.14,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.471027613,34.75852966,572.9564553,0.36,6.42,27.28,160,275,4.809,4,0.83177375753795,5.122,1.06508629652734,1,0,0,0,0,0,10,2.07943439384487,1.8658,0.387980869203577,1,0,0,0,0,0,0,0,0,0,0,14,6.9878,2,2.91120815138282,1.45306716573092,2,0,18,0,0,20,18,11.2834,3.74298190892077,2.34630900395093,3678.380443026,0.0992,0.4325,0.22936416184971098
555,NC,NC.B,B,1,15,NC.B.1.15,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.590011239,34.88212585,572.9564553,0.37,5.31,23.45,211,187,1.747,2,1.14481969089868,3.6996000000000002,2.11768746422438,1,0,0,0,0,0,4,2.28963938179737,6.2357,3.56937607326846,1,0,0,0,0,0,0,0,0,0,0,6,9.9353,2,3.43445907269605,5.68706353749285,2,0,18,0,0,20,7,10.8163,4.00686891814539,6.19135661133372,3042.398777643,0.1325,0.3372,0.3929418742586003
556,NC,NC.B,B,1,16,NC.B.1.16,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.543005347,35.30011749,318.3091418,0.34,6.15,22.29,176,158,1.1241,0,0,0,0,0,0,0,0,0,0,11,9.78560626278801,14.9292,13.281024819855901,1,0,0,0,0,0,0,0,0,0,0,11,14.9292,1,9.78560626278801,13.281024819855901,2,0,18,0,0,20,12,15.3004,10.6752068321324,13.6112445511965,1957.60122207,0.1176,0.4152,0.28323699421965315
557,NC,NC.B,B,1,17,NC.B.1.17,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.495424867,34.5951004,668.4491979,0.34,5.7,23.88,127,160,3.4936,3,0.85871307533776,6.3718,1.82384932447905,1,0,0,0,0,0,13,3.72108999313029,8.9837,2.57147355163728,1,0,0,0,0,0,0,0,0,0,0,16,15.3555,2,4.57980306846806,4.39532287611633,2,0,18,0,0,20,16,15.3555,4.57980306846806,4.39532287611633,3810.16042803,0.1066,0.3758,0.28366152208621603
558,NC,NC.B,B,1,18,NC.B.1.18,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.527557731,34.82780457,286.4782277,0.33,4.88,19.64,96,99,0.6965,1,1.43575017946877,6.9501,9.97860732232592,1,0,0,0,0,0,5,7.17875089734386,1.1594,1.66460875807609,1,0,0,0,0,0,0,0,0,0,0,6,8.1095,2,8.61450107681264,11.643216080402,2,0,18,0,0,20,7,9.1369,10.0502512562814,13.1183058147882,1398.013751176,0.0581,0.2661,0.2183389703119128
559,NC,NC.B,B,1,19,NC.B.1.19,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.644292831,39.14945221,381.9709702,0.37,6.09,26.86,152,199,1.8625,0,0,0,0,0,0,0,0,0,0,12,6.44295302013423,23.7894,12.7728322147651,1,0,0,0,0,0,0,0,0,0,0,12,23.7894,1,6.44295302013423,12.7728322147651,2,0,18,0,0,20,13,28.7526,6.97986577181208,15.4376375838926,2326.203208518,0.112,0.4045,0.276885043263288
560,NC,NC.B,B,1,20,NC.B.1.20,Atlantic,West Atlantic,34.670544,-76.574561,24.4,25,1.59625,100,1,6.66,1.255559921,30.75036812,429.7173415,0.38,6.2,29.56,141,236,1.1512,0,0,0,0,0,0,0,0,0,0,3,2.60597637248089,0.588,0.510771369006254,1,0,0,0,0,0,0,0,0,0,0,3,0.588,1,2.60597637248089,0.510771369006254,2,0,18,0,0,20,3,0.588,2.60597637248089,0.510771369006254,2664.2475173,0.117,0.4062,0.2880354505169867
561,NN,NN.A,A,1,1,NN.A.1.1,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.264991999,37.5331459,120,0.35,3.75,23.8,35,11,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,NA,NA,NA,NA,450,0.0279,0.3588,0.07775919732441472
562,NN,NN.A,A,1,2,NN.A.1.2,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.212095022,38.55245972,216,0.35,2.95,22.3,56,139,0.5479,2,3.65030114984486,0.5469,0.998174849425078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5469,1,3.65030114984486,0.998174849425078,4,0,3,0,0,7,2,0.5469,3.65030114984486,0.998174849425078,637.2,0.0434,0.4195,0.1034564958283671
563,NN,NN.A,A,1,3,NN.A.1.3,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,1.794201851,37.53182602,348,0.25,3.2,23.35,45,112,0.9373,2,2.13378854155553,0.79,0.842846473914435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.79,1,2.13378854155553,0.842846473914435,4,0,3,0,0,7,2,0.79,2.13378854155553,0.842846473914435,1113.6,0.0221,0.3644,0.06064763995609221
564,NN,NN.A,A,1,4,NN.A.1.4,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.0176005359999998,38.34524918,296,0.3,2.8,25.85,49,74,0.4043,1,2.47341083353945,0.395,0.976997279248083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.395,1,2.47341083353945,0.976997279248083,4,0,3,0,0,7,1,0.395,2.47341083353945,0.976997279248083,828.8,0.0221,0.2772,0.07972582972582973
565,NN,NN.A,A,1,5,NN.A.1.5,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.446017265,38.40975571,352,0.35,1.9,20.65,55,99,0.512,1,1.953125,0.395,0.771484375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.395,1,1.953125,0.771484375,4,0,3,0,0,7,1,0.395,1.953125,0.771484375,668.8,0.0332,0.1657,0.2003621001810501
566,NN,NN.A,A,1,6,NN.A.1.6,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,1.891885996,38.89633942,256,0.25,1.9,19.9,53,131,0.2608,2,7.66871165644172,1.4224,5.45398773006135,1,0,0,0,0,0,1,3.83435582822086,36.1267,138.522622699387,1,0,0,0,0,0,0,0,0,0,0,3,37.5491,2,11.5030674846626,143.976610429448,4,0,3,0,0,7,3,37.5491,11.5030674846626,143.976610429448,486.4,0.0182,0.1791,0.10161920714684534
567,NN,NN.A,A,1,7,NN.A.1.7,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,1.964512348,38.16971588,316,0.3,2.2,21.9,26,61,0.349,3,8.59598853868195,1.5743,4.510888252149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5743,1,8.59598853868195,4.510888252149,4,0,3,0,0,7,4,1.9455,11.4613180515759,5.57449856733524,695.2,0.0312,0.3949,0.07900734363129906
568,NN,NN.A,A,1,8,NN.A.1.8,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.591506243,37.71281815,144,0.3,2.75,22.7,14,40,0.3716,2,5.38213132400431,0.3038,0.817545748116254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3038,1,5.38213132400431,0.817545748116254,4,0,3,0,0,7,2,0.3038,5.38213132400431,0.817545748116254,396,0.0267,0.3044,0.08771353482260184
569,NN,NN.A,A,1,9,NN.A.1.9,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.542943954,37.77396393,160,0.35,3.4,26.1,20,58,0.4333,1,2.30786983614124,45.8608,105.840756981306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.8608,1,2.30786983614124,105.840756981306,4,0,3,0,0,7,1,45.8608,2.30786983614124,105.840756981306,544,0.0222,0.3575,0.062097902097902107
570,NN,NN.A,A,1,10,NN.A.1.10,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.378429174,38.29820633,192,0.3,2.6,20.2,19,48,0.1129,2,17.7147918511957,0.5469,4.84410983170948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5469,1,17.7147918511957,4.84410983170948,4,0,3,0,0,7,2,0.5469,17.7147918511957,4.84410983170948,499.2,0.0183,0.2898,0.06314699792960662
571,NN,NN.A,A,1,11,NN.A.1.11,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.758769989,38.26115036,132,0.3,2.55,17.75,15,66,0.1213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,7,0,0,0,0,336.6,0.0413,0.2204,0.18738656987295826
572,NN,NN.A,A,1,12,NN.A.1.12,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.337546825,38.65946198,158,0.3,2.45,21.15,24,41,0.3006,5,16.6333998669328,1.0026,3.33532934131737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.0026,1,16.6333998669328,3.33532934131737,4,0,3,0,0,7,5,1.0026,16.6333998669328,3.33532934131737,387.1,0.0204,0.1821,0.11202635914332784
573,NN,NN.A,A,1,13,NN.A.1.13,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.760756016,36.58272171,108,0.35,3.45,24.2,5,20,0.1841,1,5.43183052688756,0.1519,0.82509505703422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1519,1,5.43183052688756,0.82509505703422,4,0,3,0,0,7,1,0.1519,5.43183052688756,0.82509505703422,372.6,0.025,0.2868,0.08716875871687588
574,NN,NN.A,A,1,14,NN.A.1.14,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.417167425,34.1937561,74,0.3,2.3,20.9,5,5,0.351,1,2.84900284900285,0.395,1.12535612535613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.395,1,2.84900284900285,1.12535612535613,4,0,3,0,0,7,1,0.395,2.84900284900285,1.12535612535613,170.2,0.0261,0.2583,0.1010452961672474
575,NN,NN.A,A,1,15,NN.A.1.15,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.809875011,38.49996567,96,0.3,2.95,25,23,49,0.088,5,56.8181818181818,1.7319,19.6806818181818,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1.7319,2,56.8181818181818,19.6806818181818,4,0,3,0,0,7,5,1.7319,56.8181818181818,19.6806818181818,283.2,0.0239,0.1783,0.1340437464946719
576,NN,NN.A,A,1,16,NN.A.1.16,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,2.834618568,50.3653183,108,0.35,3.55,24.2,22,28,0.4776,1,2.09380234505863,0.1519,0.318048576214405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1519,1,2.09380234505863,0.318048576214405,4,0,3,0,0,7,1,0.1519,2.09380234505863,0.318048576214405,383.4,0.0205,0.2931,0.06994199931763903
577,NN,NN.A,A,1,17,NN.A.1.17,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,0.34125,1,0.32,3.37,1.250853419,23.82324028,172,0.3,3,21.4,35,143,0.0692,2,28.9017341040462,0.5469,7.90317919075145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5469,1,28.9017341040462,7.90317919075145,4,0,3,0,0,7,2,0.5469,28.9017341040462,7.90317919075145,516,0.0238,0.3019,0.0788340510102683
